date,EPA_PM2.5,EPA_PM10,EPA_NO2,Monitor35_PM2.5,Monitor35_PM10,Monitor35_NO2,Monitor36_PM2.5,Monitor36_PM10,Monitor36_NO2
2023-05-14T07:00:00+0000,7.77,10.84,35.48,55,68,8.763564021,6.333333333,6.333333333,7.858868024
2023-05-14T08:00:00+0000,4.95,7.12,16.22,9,9.666666667,8.813412522,2,2,7.738201835
2023-05-14T09:00:00+0000,3.23,5.4,5.5,0,0,8.749328457,0.666666667,0.666666667,7.598357421
2023-05-14T10:00:00+0000,2.68,4.41,5.63,21.66666667,23,8.366550456,0.333333333,0.333333333,7.518559982
2023-05-14T11:00:00+0000,1.35,2.32,5.54,18,19.33333333,8.378024915,0,0,7.457807427
2023-05-14T12:00:00+0000,1.47,2.24,9.35,22,26.66666667,8.22392838,0,0,7.47976448
2023-05-14T13:00:00+0000,1.86,3.55,16.47,29.66666667,38,8.23262104,0,0,7.690886495
2023-05-14T14:00:00+0000,3.05,6.83,22.11,0,1,8.386091735,0.333333333,1.666666667,7.722910639
2023-05-14T15:00:00+0000,4.43,8.04,16.24,20.66666667,23,8.7436605,1,6.666666667,7.72328269
2023-05-14T16:00:00+0000,5.23,10.22,17.21,69,69,8.307177099,1,10,7.483026886
2023-05-14T17:00:00+0000,4.57,9.13,16.15,153.3333333,154,8.400020115,1,8.666666667,7.83800185
2023-05-14T18:00:00+0000,2.74,5.64,14.98,117,120,7.892284819,0,7.333333333,7.869134645
2023-05-14T19:00:00+0000,3.17,6.19,22.93,17,21.33333333,7.926396289,0,6,8.030600852
2023-05-14T20:00:00+0000,3.01,6.74,23,45,48.33333333,7.844347866,0,6.333333333,7.931497159
2023-05-14T21:00:00+0000,2.96,6.83,22.88,70.66666667,73,7.976350986,0,5.333333333,7.791003171
2023-05-14T22:00:00+0000,3.55,7.38,29.03,35.33333333,37.33333333,8.362462264,0.333333333,5.333333333,7.809997518
2023-05-14T23:00:00+0000,3.82,7.46,29.93,6,8.666666667,8.351283592,0.333333333,4,7.947546148
2023-05-15T00:00:00+0000,4.09,8.55,12.58,2.333333333,4.666666667,8.273747725,0,1.333333333,8.175185445
2023-05-15T01:00:00+0000,4.09,8.34,5.81,16,17.66666667,8.2981058,0,0,8.376544534
2023-05-15T02:00:00+0000,4.04,8.39,4.91,35,36.66666667,8.343535726,0,0,8.536998436
2023-05-15T03:00:00+0000,4.25,9.03,6.4,25.5,25.5,8.396601928,0,0,8.683670927
2023-05-15T04:00:00+0000,3.86,8.1,6.11,31.66666667,31.66666667,8.361013787,0,0,8.815622726
2023-05-15T05:00:00+0000,3.87,7.91,10.97,22,22.33333333,8.431007705,0,0,8.963037567
2023-05-15T06:00:00+0000,3.96,8.35,15.69,16,16,8.601495993,0,0,8.984008091
2023-05-15T07:00:00+0000,3.92,8.34,22.43,19.33333333,19.33333333,9.056238978,0,0,8.836138739
2023-05-15T08:00:00+0000,4,9.64,21.91,0.666666667,4,9.151405503,0.333333333,0.666666667,8.522237899
2023-05-15T09:00:00+0000,4.08,14.1,27.52,84.33333333,85.66666667,8.923694902,0.333333333,4,8.104425115
2023-05-15T10:00:00+0000,3.72,13.06,26.47,157,159,8.135896801,0,6.666666667,7.737383033
2023-05-15T11:00:00+0000,3.46,14.14,31.41,99.33333333,102.6666667,8.028403648,5,10.33333333,7.804969516
2023-05-15T12:00:00+0000,3.01,11.7,32.45,22.66666667,29.66666667,8.0688023,0,9,7.924138121
2023-05-15T13:00:00+0000,3.43,13.87,29.78,109,110.5,8.191902741,0,8.333333333,8.115031984
2023-05-15T14:00:00+0000,6.85,34.77,37.76,107.3333333,108.6666667,7.810823754,0.333333333,8.666666667,7.659831553
2023-05-15T15:00:00+0000,7.48,37.39,32.2,35,40,7.798137924,0.333333333,6.666666667,7.854365484
2023-05-15T16:00:00+0000,7.76,41.28,23.2,8,13.66666667,8.155607324,0,7.333333333,8.122386727
2023-05-15T17:00:00+0000,5.99,25.47,29.41,59.66666667,61.66666667,7.989972157,0.666666667,8.333333333,7.717690152
2023-05-15T18:00:00+0000,4.34,16.23,29.05,60.33333333,63.66666667,8.03025032,0,7.333333333,7.825639299
2023-05-15T19:00:00+0000,3.82,12.29,19.26,0.333333333,6,7.981483908,0,6.333333333,7.779638529
2023-05-15T20:00:00+0000,4.18,11.36,25.86,0,5.333333333,8.223496108,0.333333333,5.666666667,7.73843296
2023-05-15T21:00:00+0000,4.02,10.34,29.62,0,5,8.592150109,0.5,5,7.784356394
2023-05-15T22:00:00+0000,6.83,12.49,55.52,7,9.5,8.656678662,2.333333333,6.666666667,7.760373683
2023-05-15T23:00:00+0000,4.63,10.26,25.34,12.33333333,14.33333333,8.528380664,1,4.333333333,7.787603302
2023-05-16T00:00:00+0000,3.85,8.36,13.82,44.66666667,46.33333333,8.39968432,0.333333333,2.333333333,7.896128979
2023-05-16T01:00:00+0000,3.49,7.01,12.25,32.33333333,33.66666667,8.358183588,0.333333333,0.333333333,8.005741548
2023-05-16T02:00:00+0000,3.4,6.65,14.83,45,47.33333333,8.401133565,0,0,8.160676973
2023-05-16T03:00:00+0000,3.68,7.19,13.44,47.33333333,48.33333333,8.447457825,0,0,8.315725813
2023-05-16T04:00:00+0000,3.71,7.01,10.85,45.66666667,46.33333333,8.441633285,0,0,8.456495591
2023-05-16T05:00:00+0000,3.92,8.99,13.08,47.66666667,48,8.705329243,0,0,8.585031381
2023-05-16T06:00:00+0000,4.94,11.99,22.46,42,43.33333333,9.741535462,0,0,9.271864444
2023-05-16T07:00:00+0000,5.64,13.17,30.33,13.5,13.5,10.16012876,0.666666667,0.666666667,9.136105137
2023-05-16T08:00:00+0000,7.65,19.63,44.01,10,11,9.61491054,2.333333333,3.333333333,8.625511436
2023-05-16T09:00:00+0000,9.28,20.16,27.44,8.333333333,13,8.259918363,3.666666667,7.666666667,8.077771509
2023-05-16T10:00:00+0000,12.03,37.16,32.24,127,128,8.091945294,2.666666667,10.66666667,7.445611044
2023-05-16T11:00:00+0000,14.54,64.07,27.29,136.3333333,137.6666667,6.666016407,4.5,11.5,7.047066443
2023-05-16T12:00:00+0000,,,24.27,113,115.3333333,7.51138519,3.666666667,12.33333333,7.014224761
2023-05-16T13:00:00+0000,9.8,23.07,24.8,103,105,6.878998924,5.666666667,13.33333333,7.001885137
2023-05-16T14:00:00+0000,8.63,18.94,18.22,91.66666667,92.33333333,7.266636341,4.666666667,13.66666667,7.012802162
2023-05-16T15:00:00+0000,8.2,17.59,21.6,86.66666667,89,7.117525138,3.666666667,12.66666667,6.870811855
2023-05-16T16:00:00+0000,9.81,28.55,27.25,71.5,72.5,6.329533659,2.666666667,11.33333333,7.1134946
2023-05-16T17:00:00+0000,11.68,40.4,28.98,8,13,6.836491778,4.666666667,9,7.612841423
2023-05-16T18:00:00+0000,8.1,19.39,29.54,8,13.33333333,7.228814845,2.666666667,10.66666667,7.500590082
2023-05-16T19:00:00+0000,6.25,12.78,17.81,120.6666667,121.6666667,6.888471816,2,10.33333333,7.514301517
2023-05-16T20:00:00+0000,9.4,20.91,48.05,96.66666667,100.6666667,7.628963779,4.333333333,9.333333333,7.796959733
2023-05-16T21:00:00+0000,9.96,20.21,45.95,51.33333333,55.33333333,8.122095348,5.333333333,6.666666667,8.062477019
2023-05-16T22:00:00+0000,9.63,17.15,43.73,45.66666667,47.66666667,8.307828582,4,4,8.250200464
2023-05-16T23:00:00+0000,9.15,15.45,46.7,37.33333333,39.66666667,8.422093386,4,4,8.45398753
2023-05-17T00:00:00+0000,10.51,17.69,48.53,46.33333333,48.33333333,8.753772286,6.333333333,6.333333333,8.533059231
2023-05-17T01:00:00+0000,9.74,17.43,25.15,74.5,80.5,8.719846709,4,4,8.532567757
2023-05-17T02:00:00+0000,9.46,15.84,24.9,37.33333333,38.33333333,8.562572998,4.333333333,4.333333333,8.661174592
2023-05-17T03:00:00+0000,9.71,15.16,21.77,32.33333333,35,8.411072341,3.333333333,3.333333333,8.761595038
2023-05-17T04:00:00+0000,9.25,13.79,22.48,33,35.66666667,8.481114668,3.666666667,3.666666667,8.857536985
2023-05-17T05:00:00+0000,8.94,13.7,23.36,32,33.66666667,8.567285228,2.666666667,2.666666667,8.922704896
2023-05-17T06:00:00+0000,9.34,15.97,33.96,36.66666667,39.33333333,8.918773938,2.666666667,2.666666667,9.490997281
2023-05-17T07:00:00+0000,9.65,15.29,32.76,41.33333333,47.66666667,8.586866209,4.666666667,4.666666667,8.589089071
2023-05-17T08:00:00+0000,12.06,23.45,47.67,5.333333333,9,7.319665586,9.333333333,9.333333333,6.407678216
2023-05-17T09:00:00+0000,13.88,42.27,52.31,0,8.333333333,5.393106641,10,12.33333333,5.006382286
2023-05-17T10:00:00+0000,16.55,59.04,42.87,8,13,4.991771835,13,14,5.127546509
2023-05-17T11:00:00+0000,13.61,51.84,30.07,64.33333333,67,4.874502524,7.333333333,11.66666667,3.762354598
2023-05-17T12:00:00+0000,13.08,43.37,27.23,7.333333333,13.66666667,4.718550665,8.666666667,12.33333333,4.270524751
2023-05-17T13:00:00+0000,14.85,50.68,31.21,15.33333333,21.33333333,5.663728127,9.666666667,12,4.66409427
2023-05-17T14:00:00+0000,14.36,56.19,31.71,6.333333333,11,5.482905518,7.666666667,11.33333333,3.874742033
2023-05-17T15:00:00+0000,16.5,79.89,23.85,22.33333333,24,5.255959723,7,12,2.454251199
2023-05-17T16:00:00+0000,14.39,67,23.9,9,15.66666667,4.939691147,6.666666667,12,2.7358529
2023-05-17T17:00:00+0000,10.41,29.48,19.67,20.66666667,25,5.031968914,6.666666667,11.33333333,2.33804242
2023-05-17T18:00:00+0000,8.4,13.75,8.3,60,65,4.463650495,8.333333333,14.66666667,2.565463013
2023-05-17T19:00:00+0000,8.41,14.26,10.16,142,143,4.924875959,8.666666667,13.66666667,3.663063459
2023-05-17T20:00:00+0000,7.46,12.89,13.81,88,90.33333333,5.346231294,5.666666667,11.33333333,4.90284742
2023-05-17T21:00:00+0000,7.82,13.38,11.51,14,21.33333333,6.210139863,6,8.333333333,6.232887355
2023-05-17T22:00:00+0000,6.58,10.27,9.24,14,20.33333333,6.853474116,5.333333333,8.333333333,7.09635083
2023-05-17T23:00:00+0000,6.17,9.85,8.08,0.666666667,6,7.289034149,3,7.333333333,7.675123756
